,drug_co,occurs
3659,"('amphetamines', 'chlordiazepoxide')",1
3660,"('benzoylecgonine', 'chlordiazepoxide')",1
3661,"('chlordiazepoxide', 'cocaine')",1
3662,"('chlordiazepoxide', 'mda')",1
3663,"('chlordiazepoxide', 'mdma')",1
3664,"('chlordiazepoxide', 'norfentanyl')",1
3665,"('amitriptyline', 'antihistamines')",1
3666,"('amitriptyline', 'citalopram')",1
3667,"('amitriptyline', 'cotinine')",1
3668,"('amitriptyline', 'diphenhydramine')",1
3669,"('amitriptyline', 'gabapentin')",1
3670,"('antihistamines', 'citalopram')",1
3671,"('antihistamines', 'nortriptyline')",1
3672,"('antihistamines', 'pregabalin')",1
3673,"('citalopram', 'diphenhydramine')",1
3674,"('citalopram', 'nortriptyline')",1
3675,"('citalopram', 'pregabalin')",1
3676,"('cotinine', 'diphenhydramine')",1
3677,"('cotinine', 'nortriptyline')",1
3678,"('cotinine', 'pregabalin')",1
3679,"('diphenhydramine', 'nortriptyline')",1
3680,"('diphenhydramine', 'pregabalin')",1
3681,"('gabapentin', 'pregabalin')",1
3682,"('nortriptyline', 'stimulants')",1
3683,"('analgesics', 'diphenhydramine')",1
3684,"('antihistamines', 'nortramadol')",1
3685,"('antihistamines', 'tramadol')",1
3686,"('antihistamines', 'tramadol_aggregate')",1
3687,"('caffeine', 'nortramadol')",1
3688,"('caffeine', 'tramadol')",1
3689,"('caffeine', 'tramadol_aggregate')",1
3690,"('diphenhydramine', 'nortramadol')",1
3691,"('diphenhydramine', 'tramadol')",1
3692,"('diphenhydramine', 'tramadol_aggregate')",1
3693,"('acetylfetanyl', 'oxycodone')",1
3694,"('benzoylecgonine', 'chlorophenylpiperazine')",1
3695,"('benzoylecgonine', 'norsertraline')",1
3696,"('benzoylecgonine', 'sertraline')",1
3697,"('chlorophenylpiperazine', 'cocaine')",1
3698,"('chlorophenylpiperazine', 'norsertraline')",1
3699,"('chlorophenylpiperazine', 'sertraline')",1
3700,"('cocaine', 'norsertraline')",1
3701,"('fentanyl', 'norsertraline')",1
3702,"('norfentanyl', 'norsertraline')",1
3703,"('norsertraline', 'sertraline')",1
3704,"('caffeine', 'citalopram')",1
3705,"('citalopram', 'methadone')",1
3706,"('cotinine', 'eddp')",1
3707,"('cotinine', 'methadone')",1
3708,"('alcohols', 'psychoactivesubstances')",1
3709,"('anticonvulsants', 'psychoactivesubstances')",1
3710,"('anticonvulsants', 'u477')",1
3711,"('cotinine', 'dextromethorphan')",1
3712,"('cotinine', 'miscellaneous')",1
3713,"('cotinine', 'narcotics')",1
3714,"('cotinine', 'otc_cold_remedies')",1
3715,"('cotinine', 'psychoactivesubstances')",1
3716,"('cotinine', 'u477')",1
3717,"('dextromethorphan', 'psychoactivesubstances')",1
3718,"('dextromethorphan', 'u477')",1
3719,"('ethanol', 'psychoactivesubstances')",1
3720,"('gabapentin', 'narcotics')",1
3721,"('gabapentin', 'psychoactivesubstances')",1
3722,"('gabapentin', 'u477')",1
3723,"('miscellaneous', 'psychoactivesubstances')",1
3724,"('miscellaneous', 'u477')",1
3725,"('narcotics', 'psychoactivesubstances')",1
3726,"('narcotics', 'u477')",1
3727,"('otc_cold_remedies', 'psychoactivesubstances')",1
3728,"('otc_cold_remedies', 'u477')",1
3729,"('opioids', 'psychoactivesubstances')",1
3730,"('psychoactivesubstances', 'stimulants')",1
3731,"('psychoactivesubstances', 'u477')",1
3732,"('stimulants', 'u477')",1
3733,"('carisoprodol', 'dihydrocodeine')",1
3734,"('carisoprodol', 'hydrocodone')",1
3735,"('carisoprodol', 'hydromorphone')",1
3736,"('dihydrocodeine', 'meprobamate')",1
3737,"('dihydrocodeine', 'muscle_relaxants')",1
3738,"('hydrocodone', 'meprobamate')",1
3739,"('hydromorphone', 'meprobamate')",1
3740,"('hydromorphone', 'muscle_relaxants')",1
3741,"('amlodipine', 'cardiovascular')",1
3742,"('amlodipine', 'citalopram')",1
3743,"('amlodipine', 'hydrocodone')",1
3744,"('amlodipine', 'metoprolol')",1
3745,"('amlodipine', 'naloxone')",1
3746,"('amlodipine', 'opioid_antagonist')",1
3747,"('amlodipine', 'thc_aggregate')",1
3748,"('amlodipine', 'thc_cooh')",1
3749,"('antipsycotics', 'citalopram')",1
3750,"('antipsycotics', 'metoprolol')",1
3751,"('antipsycotics', 'naloxone')",1
3752,"('antipsycotics', 'opioid_antagonist')",1
3753,"('antipsycotics', 'thc_cooh')",1
3754,"('cardiovascular', 'citalopram')",1
3755,"('cardiovascular', 'naloxone')",1
3756,"('cardiovascular', 'opioid_antagonist')",1
3757,"('citalopram', 'lorazepam')",1
3758,"('citalopram', 'metoprolol')",1
3759,"('citalopram', 'naloxone')",1
3760,"('citalopram', 'opioid_antagonist')",1
3761,"('hydrocodone', 'metoprolol')",1
3762,"('lorazepam', 'naloxone')",1
3763,"('lorazepam', 'opioid_antagonist')",1
3764,"('metoprolol', 'naloxone')",1
3765,"('metoprolol', 'opioid_antagonist')",1
3766,"('naloxone', 'thc_aggregate')",1
3767,"('naloxone', 'thc_cooh')",1
3768,"('opioid_antagonist', 'thc_aggregate')",1
3769,"('opioid_antagonist', 'thc_cooh')",1
3770,"('7aminoclonazepam', 'analgesics')",1
3771,"('7aminoclonazepam', 'atenolol')",1
3772,"('7aminoclonazepam', 'cyclobenzaprine')",1
3773,"('7aminoclonazepam', 'gastrointestionals')",1
3774,"('7aminoclonazepam', 'miscellaneous')",1
3775,"('7aminoclonazepam', 'muscle_relaxants')",1
3776,"('7aminoclonazepam', 'odesmethylvenlafaxine')",1
3777,"('7aminoclonazepam', 'promethazine')",1
3778,"('7aminoclonazepam', 'propranolol')",1
3779,"('7aminoclonazepam', 'venlafaxine')",1
3780,"('analgesics', 'atenolol')",1
3781,"('analgesics', 'cyclobenzaprine')",1
3782,"('analgesics', 'gastrointestionals')",1
3783,"('analgesics', 'muscle_relaxants')",1
3784,"('analgesics', 'odesmethylvenlafaxine')",1
3785,"('analgesics', 'promethazine')",1
3786,"('analgesics', 'propranolol')",1
3787,"('analgesics', 'venlafaxine')",1
3788,"('antidepressants', 'atenolol')",1
3789,"('antidepressants', 'propranolol')",1
3790,"('atenolol', 'benzodiazepine')",1
3791,"('atenolol', 'cardiovascular')",1
3792,"('atenolol', 'chlorophenylpiperazine')",1
3793,"('atenolol', 'cyclobenzaprine')",1
3794,"('atenolol', 'gastrointestionals')",1
3795,"('atenolol', 'hydrocodone')",1
3796,"('atenolol', 'miscellaneous')",1
3797,"('atenolol', 'muscle_relaxants')",1
3798,"('atenolol', 'odesmethylvenlafaxine')",1
3799,"('atenolol', 'opioids')",1
3800,"('atenolol', 'oxycodone')",1
3801,"('atenolol', 'promethazine')",1
3802,"('atenolol', 'propranolol')",1
3803,"('atenolol', 'sedatives_hypnotics')",1
3804,"('atenolol', 'trazodone')",1
3805,"('atenolol', 'venlafaxine')",1
3806,"('benzodiazepine', 'odesmethylvenlafaxine')",1
3807,"('benzodiazepine', 'propranolol')",1
3808,"('benzodiazepine', 'venlafaxine')",1
3809,"('cardiovascular', 'cyclobenzaprine')",1
3810,"('cardiovascular', 'muscle_relaxants')",1
3811,"('cardiovascular', 'odesmethylvenlafaxine')",1
3812,"('cardiovascular', 'propranolol')",1
3813,"('cardiovascular', 'venlafaxine')",1
3814,"('chlorophenylpiperazine', 'cyclobenzaprine')",1
3815,"('chlorophenylpiperazine', 'gastrointestionals')",1
3816,"('chlorophenylpiperazine', 'miscellaneous')",1
3817,"('chlorophenylpiperazine', 'muscle_relaxants')",1
3818,"('chlorophenylpiperazine', 'odesmethylvenlafaxine')",1
3819,"('chlorophenylpiperazine', 'oxycodone')",1
3820,"('chlorophenylpiperazine', 'promethazine')",1
3821,"('chlorophenylpiperazine', 'propranolol')",1
3822,"('chlorophenylpiperazine', 'venlafaxine')",1
3823,"('cyclobenzaprine', 'hydrocodone')",1
3824,"('cyclobenzaprine', 'miscellaneous')",1
3825,"('cyclobenzaprine', 'odesmethylvenlafaxine')",1
3826,"('cyclobenzaprine', 'propranolol')",1
3827,"('cyclobenzaprine', 'sedatives_hypnotics')",1
3828,"('cyclobenzaprine', 'trazodone')",1
3829,"('cyclobenzaprine', 'venlafaxine')",1
3830,"('gastrointestionals', 'odesmethylvenlafaxine')",1
3831,"('gastrointestionals', 'propranolol')",1
3832,"('gastrointestionals', 'trazodone')",1
3833,"('gastrointestionals', 'venlafaxine')",1
3834,"('hydrocodone', 'odesmethylvenlafaxine')",1
3835,"('hydrocodone', 'propranolol')",1
3836,"('hydrocodone', 'venlafaxine')",1
3837,"('miscellaneous', 'muscle_relaxants')",1
3838,"('miscellaneous', 'odesmethylvenlafaxine')",1
3839,"('miscellaneous', 'propranolol')",1
3840,"('miscellaneous', 'sedatives_hypnotics')",1
3841,"('miscellaneous', 'venlafaxine')",1
3842,"('muscle_relaxants', 'odesmethylvenlafaxine')",1
3843,"('muscle_relaxants', 'propranolol')",1
3844,"('muscle_relaxants', 'sedatives_hypnotics')",1
3845,"('muscle_relaxants', 'venlafaxine')",1
3846,"('odesmethylvenlafaxine', 'opioids')",1
3847,"('odesmethylvenlafaxine', 'oxycodone')",1
3848,"('odesmethylvenlafaxine', 'promethazine')",1
3849,"('odesmethylvenlafaxine', 'propranolol')",1
3850,"('odesmethylvenlafaxine', 'sedatives_hypnotics')",1
3851,"('odesmethylvenlafaxine', 'trazodone')",1
3852,"('opioids', 'propranolol')",1
3853,"('opioids', 'venlafaxine')",1
3854,"('oxycodone', 'propranolol')",1
3855,"('oxycodone', 'venlafaxine')",1
3856,"('promethazine', 'propranolol')",1
3857,"('promethazine', 'trazodone')",1
3858,"('promethazine', 'venlafaxine')",1
3859,"('propranolol', 'sedatives_hypnotics')",1
3860,"('propranolol', 'trazodone')",1
3861,"('propranolol', 'venlafaxine')",1
3862,"('sedatives_hypnotics', 'venlafaxine')",1
3863,"('trazodone', 'venlafaxine')",1
3864,"('amphetamine', 'norpseudoephedrine')",1
3865,"('amphetamines', 'norpseudoephedrine')",1
3866,"('delta_9_carboxy_thc', 'norpseudoephedrine')",1
3867,"('delta_9_carboxy_thc', 'pseudoephedrine')",1
3868,"('methamphetamine', 'norpseudoephedrine')",1
3869,"('norpseudoephedrine', 'otc_cold_remedies')",1
3870,"('norpseudoephedrine', 'pseudoephedrine')",1
3871,"('norpseudoephedrine', 'thc_aggregate')",1
3872,"('acetylfetanyl', 'cocaethylene')",1
3873,"('diazepam', 'dihydrocodeine')",1
3874,"('alprazolam', 'ephedrine')",1
3875,"('alprazolam', 'phenylpropanolamine')",1
3876,"('oxycodone', 'phenylpropanolamine')",1
3877,"('benzoylecgonine', 'ephedrine')",1
3878,"('cocaine', 'ephedrine')",1
3879,"('amphetamine', 'thc_cooh')",1
3880,"('chlordiazepoxide', 'morphine')",1
3881,"('alcohols', 'chlorophenylpiperazine')",1
3882,"('alcohols', 'hydrochlorothiazide')",1
3883,"('antidepressants', 'hydrochlorothiazide')",1
3884,"('caffeine', 'cardiovascular')",1
3885,"('caffeine', 'chlorophenylpiperazine')",1
3886,"('caffeine', 'hydrochlorothiazide')",1
3887,"('caffeine', 'metoprolol')",1
3888,"('cardiovascular', 'hydrochlorothiazide')",1
3889,"('chlorophenylpiperazine', 'ethanol')",1
3890,"('chlorophenylpiperazine', 'fluoxetine')",1
3891,"('chlorophenylpiperazine', 'hydrochlorothiazide')",1
3892,"('chlorophenylpiperazine', 'metoprolol')",1
3893,"('ethanol', 'hydrochlorothiazide')",1
3894,"('fluoxetine', 'hydrochlorothiazide')",1
3895,"('hydrochlorothiazide', 'metoprolol')",1
3896,"('hydrochlorothiazide', 'norfluoxetine')",1
3897,"('hydrochlorothiazide', 'stimulants')",1
3898,"('metoprolol', 'norfluoxetine')",1
3899,"('amphetamine', 'demoxepam')",1
3900,"('amphetamine', 'oxazepam')",1
3901,"('amphetamines', 'demoxepam')",1
3902,"('benzodiazepine', 'demoxepam')",1
3903,"('demoxepam', 'methamphetamine')",1
3904,"('demoxepam', 'nordiazapam')",1
3905,"('demoxepam', 'oxazepam')",1
3906,"('ephedrine', 'pseudoephedrine')",1
3907,"('morphine', 'pseudoephedrine')",1
3908,"('otc_cold_remedies', 'phenylpropanolamine')",1
3909,"('phenylpropanolamine', 'pseudoephedrine')",1
3910,"('amphetamine', 'carboxyhemoglobin')",1
3911,"('amphetamine', 'miscellaneous')",1
3912,"('amphetamines', 'carboxyhemoglobin')",1
3913,"('carboxyhemoglobin', 'fentanyl')",1
3914,"('carboxyhemoglobin', 'methamphetamine')",1
3915,"('carboxyhemoglobin', 'miscellaneous')",1
3916,"('carboxyhemoglobin', 'opioids')",1
3917,"('acetylfetanyl', 'benzodiazepine')",1
3918,"('acetylfetanyl', 'diazepam')",1
3919,"('acetylfetanyl', 'nordiazapam')",1
3920,"('acetylfetanyl', 'amphetamines')",1
3921,"('acetylfetanyl', 'methamphetamine')",1
3922,"('7aminoclonazepam', 'caffeine')",1
3923,"('alcohols', 'norsertraline')",1
3924,"('alcohols', 'quetiapine')",1
3925,"('antipsycotics', 'caffeine')",1
3926,"('antipsycotics', 'nicotine')",1
3927,"('caffeine', 'norsertraline')",1
3928,"('caffeine', 'quetiapine')",1
3929,"('ethanol', 'norsertraline')",1
3930,"('ethanol', 'quetiapine')",1
3931,"('nicotine', 'norsertraline')",1
3932,"('nicotine', 'quetiapine')",1
3933,"('norsertraline', 'stimulants')",1
3934,"('quetiapine', 'stimulants')",1
3935,"('11_hydroxy_delta_9_thc', 'ephedrine')",1
3936,"('delta_9_carboxy_thc', 'ephedrine')",1
3937,"('delta_9_thc', 'ephedrine')",1
3938,"('ephedrine', 'thc_aggregate')",1
3939,"('alcohols', 'chlordiazepoxide')",1
3940,"('alcohols', 'diazepam')",1
3941,"('chlordiazepoxide', 'diazepam')",1
3942,"('chlordiazepoxide', 'ethanol')",1
3943,"('diazepam', 'ethanol')",1
3944,"('amphetamine', 'caffeine')",1
3945,"('amphetamines', 'caffeine')",1
3946,"('alcohols', 'carisoprodol')",1
3947,"('alcohols', 'meprobamate')",1
3948,"('carisoprodol', 'ethanol')",1
3949,"('ethanol', 'meprobamate')",1
3950,"('antidepressants', 'u477')",1
3951,"('citalopram', 'u477')",1
3952,"('alcohols', 'aohalprazolam')",1
3953,"('benzoylecgonine', 'caffeine')",1
3954,"('caffeine', 'thc')",1
3955,"('ethanol', 'aohalprazolam')",1
3956,"('delta_9_carboxy_thc', 'dihydrocodeine')",1
3957,"('delta_9_thc', 'dihydrocodeine')",1
